type,subnet,specifics,source,Destinations,Environments,Sources,Status
PolicyType.Reachability,100.0.18.0/24,0,frankfurt,{barcelona:FastEthernet0/0 (100.0.18.0/24)},{9},frankfurt,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.18.0/24,0,ljubjana,{barcelona:FastEthernet0/0 (100.0.18.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.18.0/24,0,kiev,{barcelona:FastEthernet0/0 (100.0.18.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.18.0/24,0,geneva,{barcelona:FastEthernet0/0 (100.0.18.0/24)},{9},geneva,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.18.0/24,0,luxembourg,{barcelona:FastEthernet0/0 (100.0.18.0/24)},{9},luxembourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.18.0/24,0,brussels,{barcelona:FastEthernet0/0 (100.0.18.0/24)},{9},brussels,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.18.0/24,0,london,{barcelona:FastEthernet0/0 (100.0.18.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.18.0/24,0,paris,{barcelona:FastEthernet0/0 (100.0.18.0/24)},{9},paris,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.18.0/24,0,bucharest,{barcelona:FastEthernet0/0 (100.0.18.0/24)},{9},bucharest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.18.0/24,0,dublin,{barcelona:FastEthernet0/0 (100.0.18.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,zagreb,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,stockholm,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,sofia,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,praha,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},praha,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,rotterdam,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},rotterdam,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,athens,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,istanbul,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,vienna,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},vienna,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,basel,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,vaduz,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,madrid,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,amsterdam,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},amsterdam,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,budapest,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,milan,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,bratislava,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,strasbourg,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,roma,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,lisbon,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,marseille,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,lyon,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,warsaw,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,zurich,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,frankfurt,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},frankfurt,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,ljubjana,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,kiev,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,geneva,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,luxembourg,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,brussels,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},brussels,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,london,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},london,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,barcelona,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,paris,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},paris,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.17.0/24,0,bucharest,{dublin:FastEthernet0/0 (100.0.17.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,zagreb,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,stockholm,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,sofia,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,praha,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},praha,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,athens,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,rotterdam,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},rotterdam,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,istanbul,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,vienna,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},vienna,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,basel,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,madrid,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,amsterdam,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},amsterdam,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,budapest,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,milan,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,bratislava,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,strasbourg,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,roma,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,lisbon,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,marseille,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,lyon,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,warsaw,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,frankfurt,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},frankfurt,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,zurich,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,ljubjana,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,kiev,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,geneva,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,luxembourg,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,brussels,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},brussels,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,london,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},london,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,barcelona,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,paris,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},paris,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,bucharest,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.16.0/24,0,dublin,{vaduz:FastEthernet0/0 (100.0.16.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.15.0/24,0,zagreb,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.15.0/24,0,stockholm,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.15.0/24,0,sofia,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},sofia,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,praha,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},praha,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,rotterdam,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,athens,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},athens,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,istanbul,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},istanbul,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,vienna,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},vienna,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,basel,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},basel,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,vaduz,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.15.0/24,0,madrid,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},madrid,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,amsterdam,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},amsterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,milan,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},milan,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,bratislava,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},bratislava,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,strasbourg,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},strasbourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,roma,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},roma,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,lisbon,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.15.0/24,0,marseille,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,lyon,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},lyon,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,warsaw,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,frankfurt,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},frankfurt,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,zurich,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},zurich,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,ljubjana,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.15.0/24,0,kiev,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,geneva,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},geneva,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,luxembourg,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},luxembourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,brussels,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},brussels,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,london,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,barcelona,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},barcelona,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,paris,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},paris,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,bucharest,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},bucharest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.15.0/24,0,dublin,{budapest:FastEthernet0/0 (100.0.15.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.14.0/24,0,zagreb,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.14.0/24,0,stockholm,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.14.0/24,0,sofia,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},sofia,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,praha,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},praha,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,rotterdam,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,athens,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},athens,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,istanbul,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},istanbul,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,vienna,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},vienna,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,basel,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},basel,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,vaduz,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.14.0/24,0,madrid,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},madrid,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,amsterdam,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},amsterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,budapest,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},budapest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,milan,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},milan,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,bratislava,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},bratislava,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,strasbourg,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},strasbourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,roma,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},roma,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,lisbon,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.14.0/24,0,marseille,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,lyon,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},lyon,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,warsaw,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,zurich,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},zurich,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,frankfurt,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},frankfurt,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,ljubjana,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.14.0/24,0,kiev,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,luxembourg,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},luxembourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,geneva,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},geneva,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,london,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,barcelona,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},barcelona,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,paris,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},paris,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,bucharest,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},bucharest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.14.0/24,0,dublin,{brussels:FastEthernet0/0 (100.0.14.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.13.0/24,0,zagreb,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.13.0/24,0,stockholm,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.13.0/24,0,sofia,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},sofia,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,praha,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},praha,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,rotterdam,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,athens,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},athens,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,istanbul,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},istanbul,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,vienna,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},vienna,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,basel,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},basel,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,vaduz,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.13.0/24,0,madrid,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},madrid,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,amsterdam,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},amsterdam,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,budapest,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},budapest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,milan,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},milan,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,strasbourg,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},strasbourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,roma,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},roma,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,lisbon,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.13.0/24,0,marseille,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},marseille,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,lyon,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},lyon,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,warsaw,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,frankfurt,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},frankfurt,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,zurich,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},zurich,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,ljubjana,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},ljubjana,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.13.0/24,0,kiev,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},kiev,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,geneva,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},geneva,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,luxembourg,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},luxembourg,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,brussels,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},brussels,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,london,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},london,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,barcelona,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},barcelona,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,paris,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},paris,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,bucharest,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},bucharest,PolicyStatus.HOLDS
PolicyType.Reachability,100.0.13.0/24,0,dublin,{bratislava:FastEthernet0/0 (100.0.13.0/24)},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.12.0/24,0,stockholm,{zagreb:FastEthernet0/0 (100.0.12.0/24)},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.12.0/24,0,sofia,{zagreb:FastEthernet0/0 (100.0.12.0/24)},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.12.0/24,0,praha,{zagreb:FastEthernet0/0 (100.0.12.0/24)},{9},praha,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.12.0/24,0,rotterdam,{zagreb:FastEthernet0/0 (100.0.12.0/24)},{9},rotterdam,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.12.0/24,0,athens,{zagreb:FastEthernet0/0 (100.0.12.0/24)},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.12.0/24,0,istanbul,{zagreb:FastEthernet0/0 (100.0.12.0/24)},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.12.0/24,0,vienna,{zagreb:FastEthernet0/0 (100.0.12.0/24)},{9},vienna,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.12.0/24,0,basel,{zagreb:FastEthernet0/0 (100.0.12.0/24)},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Reachability,100.0.12.0/24,0,vaduz,{zagreb:FastEthernet0/0 (100.0.12.0/24)},{9},vaduz,PolicyStatus.HOLDSNOT
